词语,情感分类,强度
没心眼儿,讨厌,3.3577355329032867
没意思,讨厌,6.472864839732707
没用,讨厌,3.821033544648855
没有教养,讨厌,4.6733415145074275
没有礼貌,讨厌,5.461285392377354
没有头脑,讨厌,6.022465850115662
没有学问,讨厌,3.1528498204395516
没有勇气,讨厌,5.212766777515098
媚俗,讨厌,4.752704706006725
闷,讨厌,3.9616188825424232
闷气,讨厌,3.7572887443030005
蒙昧,讨厌,5.709556491825151
蒙蒙,讨厌,2.5217852628702815
蒙蒙胧胧,讨厌,3.8327534192543617
蒙胧,讨厌,6.8245843873584775
孟浪,讨厌,3.2494113115668584
靡丽,讨厌,5.927261863370456
靡靡,讨厌,0.03524508079145994
糜,讨厌,1.2186133332080638
糜烂,讨厌,2.238838991559982
迷濛,讨厌,3.5752218363183923
迷宫般,讨厌,2.4048230647875237
迷糊,讨厌,7.108024992510427
迷离,讨厌,4.957143030203291
迷离扑朔,讨厌,1.5416746880521401
迷离倘恍,讨厌,4.514099873633534
迷漫,讨厌,4.453614587216686
弥天,讨厌,3.8052338879912315
米珠薪桂,讨厌,2.9733951711380673
秘,讨厌,1.9985539585401226
秘密,讨厌,5.162765420584621
密,讨厌,7.1353949902953
密不透风,讨厌,1.8154084394447971
绵里藏针,讨厌,2.80922692646308
绵软,讨厌,3.023339318489677
勉勉强强,讨厌,4.990800694914268
勉强,讨厌,2.1906030315721656
面呈病色,讨厌,6.4849563557402785
面黄肌瘦,讨厌,7.967793094869172
面目可憎,讨厌,4.888536029414838
面目狰狞,讨厌,2.622533282174437
面色蜡黄,讨厌,5.991819243697962
面生,讨厌,2.366445772569066
面无表情,讨厌,5.376990202621745
藐小,讨厌,2.0459335062102553
渺,讨厌,8.07370921057398
渺茫,讨厌,1.7200238240235275
渺渺,讨厌,-0.9564285174188569
渺然,讨厌,2.437224096706622
渺若烟云,讨厌,6.633261598667786
渺小,讨厌,4.88454515005249
灭绝人性,讨厌,3.7496681220538246
明哲保身,讨厌,2.158027526876329
名不副实,讨厌,4.2081030877167365
名过其实,讨厌,2.1034659087183876
名义,讨厌,1.960744375177791
名义上,讨厌,3.3967819307638956
名誉扫地,讨厌,5.035816409298978
命苦,讨厌,3.8140268603254825
谬,讨厌,5.829096628821415
模糊,讨厌,6.043543743578528
模糊不清,讨厌,2.4008191870647995
模棱两可,讨厌,5.627087396176394
摩肩接踵,讨厌,5.458813918480845
魔鬼般,讨厌,4.40112483252551
魔怔,讨厌,1.714493824722759
莫须有,讨厌,2.1456315686546716
墨,讨厌,-0.3206616392551531
漠,讨厌,3.4095787014821806
漠不关心,讨厌,6.339329291058162
漠漠,讨厌,5.530421431540881
漠然,讨厌,4.963335459060142
寞,讨厌,4.758230626392744
陌生,讨厌,6.184461598845168
暮气,讨厌,6.001149469444128
暮气沉沉,讨厌,3.00290261596248
暮色苍茫,讨厌,4.740620217997317
幕后,讨厌,3.7269346260085645
木雕泥塑,讨厌,5.265704183309701
木头木脑,讨厌,6.086504302255251
木讷,讨厌,4.448750837911948
目不识丁,讨厌,1.57624019679636
目光短浅,讨厌,5.730510012665945
目光如豆,讨厌,7.449838788800863
目光凶狠,讨厌,4.222729841787975
目空一切,讨厌,6.9720729599493705
目无余子,讨厌,4.959857150166051
目中无人,讨厌,6.001930341329661
拿腔拿调,讨厌,5.267176765578094
拿腔作势,讨厌,3.824127043357748
奶声奶气,讨厌,8.212990685068224
男盗女娼,讨厌,5.836943517056497
难,讨厌,1.0302198465930306
难吃,讨厌,5.68547391663832
难看,讨厌,3.3030074218362935
难人,讨厌,3.9945143147277986
难上加难,讨厌,0.8452481555409102
难上难,讨厌,3.6012613208865085
难说话,讨厌,6.103933598190604
难听,讨厌,5.011687389175693
难闻,讨厌,6.3024856479532
难相处,讨厌,2.989673346640652
难驯服,讨厌,6.000928573206437
难以,讨厌,2.9922628086703025
难以沟通,讨厌,2.366995462122441
囊空如洗,讨厌,0.6539353512395087
囊中羞涩,讨厌,4.253981314472198
闹,讨厌,8.061351439192938
闹得慌,讨厌,4.452062974800639
闹哄哄,讨厌,2.690908679857987
闹闹哄哄,讨厌,3.1137785642095244
闹闹嚷嚷,讨厌,3.2487539546511432
闹嚷嚷,讨厌,2.822241615754942
泥沙俱下,讨厌,7.346738498357891
你死我活,讨厌,1.8733859132239634
匿名,讨厌,4.478322913938768
腻,讨厌,3.609344542632093
腻人,讨厌,3.640131533786664
逆,讨厌,3.309294870788654
逆耳,讨厌,7.038873863767673
蔫不唧儿,讨厌,5.318740947241869
蔫儿坏,讨厌,4.611701708608599
蔫头耷脑,讨厌,4.361908568619779
拈轻怕重,讨厌,4.974757421188048
年久失修,讨厌,6.800223917472763
鸟尽弓藏,讨厌,6.887941519012457
狞,讨厌,7.490186954618798
狞恶,讨厌,6.174662322770354
凝滞,讨厌,0.9427523274195373
泞,讨厌,5.203323030890671
牛,讨厌,5.33057525872469
牛气,讨厌,5.558940506812963
扭扭捏捏,讨厌,4.7812289625735245
奴颜婢膝,讨厌,7.97902448781295
虐,讨厌,6.10919094231498
懦,讨厌,3.022406299299436
懦怯,讨厌,4.2068987782998635
懦弱,讨厌,4.597902925780149
盘根错节,讨厌,4.168677380379257
盘陁,讨厌,4.309221906152647
庞杂,讨厌,8.52479725331498
旁若无人,讨厌,4.513864865854451
配不上,讨厌,6.707630411733735
蓬乱,讨厌,2.2754375254188535
蓬散,讨厌,5.929273579422723
蓬首垢面,讨厌,4.554058372543346
蓬头垢面,讨厌,2.135158082260118
蓬头散发,讨厌,5.967703726465686
脾气暴,讨厌,1.888968587812566
脾气爆躁,讨厌,0.5650100559630853
脾气坏,讨厌,-0.2638622939063744
脾气火暴,讨厌,4.215123859632928
脾气急躁,讨厌,3.7690901033632036
皮毛,讨厌,6.628618088030345
皮相,讨厌,3.427888065356865
僻,讨厌,4.589633240881098
僻静,讨厌,6.358792748474693
偏,讨厌,3.8143966476095956
偏激,讨厌,1.6787767660669508
偏颇,讨厌,5.96110669210929
偏听偏信,讨厌,1.609191218612159
偏狭,讨厌,4.144000899707583
偏斜,讨厌,3.503913004261455
偏心,讨厌,4.40025240990902
偏心眼,讨厌,3.0525517081600677
片断,讨厌,3.098648558954713
片面,讨厌,2.0946992905782027
骗人,讨厌,4.88568933046291
漂浮,讨厌,2.4458395408350677
平白,讨厌,2.563117505010819
平白无故,讨厌,1.895635845260578
平淡,讨厌,2.8878962721111616
平淡无奇,讨厌,5.114262502976038
平淡无味,讨厌,8.344424977588488
平铺直叙,讨厌,0.913420751747787
平铺直序,讨厌,6.942666922593907
凭白无故,讨厌,3.066181695948695
凭空,讨厌,2.8963550068599915
坡,讨厌,4.954187588346687
泼,讨厌,4.388757288816404
泼辣,讨厌,10.963734129401754
婆婆妈妈,讨厌,5.845730358966596
扑朔迷离,讨厌,7.185883715467606
铺张,讨厌,5.31730493739827
铺张浪费,讨厌,5.867863563663575
欺诈性,讨厌,-1.76408980956632
七零八落,讨厌,1.4153326224475795
漆黑,讨厌,4.835322869357412
漆黑一团,讨厌,1.9359105539872425
其貌不扬,讨厌,5.678776497983542
奇丑无比,讨厌,3.144687453535468
奇形怪状,讨厌,7.504056600362604
崎,讨厌,1.0919376290354799
崎岖,讨厌,4.294974607138506
崎岖不平,讨厌,3.571742891282771
起绉,讨厌,1.4830957282267905
起褶子,讨厌,5.624186589748954
岂有此理,讨厌,1.5098379832205495
气粗,讨厌,3.1229152208512945
气闷,讨厌,5.448036451968408
气盛,讨厌,5.556735253038565
气势汹汹,讨厌,7.251369218402106
气壮如牛,讨厌,4.675914332556854
千变万化,讨厌,6.725589306166417
千疮百孔,讨厌,4.888703927187369
千金一掷,讨厌,4.468935172301117
千钧一发,讨厌,3.8387000798116957
千篇一律,讨厌,3.671170144182875
前呼后拥,讨厌,3.9252104407453223
潜,讨厌,5.266292446051898
浅,讨厌,2.85504284195181
浅薄,讨厌,3.3195324690129304
浅尝辄止,讨厌,3.8288638353960587
浅陋,讨厌,5.355210291506412
欠妥,讨厌,3.615114838485181
欠完善,讨厌,4.390928049745232
欠周到,讨厌,5.6078808240203335
强,讨厌,3.529622146016963
强暴,讨厌,4.147903809270702
强横,讨厌,4.466465501385352
强行,讨厌,3.5887957283795
强制,讨厌,2.6705702337201096
强制性,讨厌,7.375708665251951
巧黠,讨厌,1.3257410575197568
翘尾巴,讨厌,3.269585262175623
峭,讨厌,2.6775372453447925
峭直,讨厌,2.1405179478217526
窃,讨厌,3.3973876159989524
禽兽不如,讨厌,0.6120504112959071
轻,讨厌,5.7508466293680005
轻薄,讨厌,-0.31369931607012447
轻淡,讨厌,3.4022569894710513
轻浮,讨厌,-0.6441187233892327
轻贱,讨厌,5.6846585353166255
轻狂,讨厌,4.539985705185623
轻率,讨厌,8.226645378035354
轻描淡写,讨厌,2.016557566318935
轻易,讨厌,5.478546111062707
轻佻,讨厌,6.951098957925077
倾斜,讨厌,3.271742338459487
清淡,讨厌,2.3759379170056567
清高,讨厌,2.9195849775743623
穷奢极侈,讨厌,3.5608513075471095
穷奢极欲,讨厌,3.8192489128539977
穷酸,讨厌,5.933651607027473
穷途潦倒,讨厌,4.079811137538386
穷途末路,讨厌,2.2989909206762045
穷凶极恶,讨厌,2.658707254593593
穷匮,讨厌,3.668492922705485
囚首垢面,讨厌,6.065448433523612
区区,讨厌,2.042015938145225
曲曲折折,讨厌,4.499641648513169
曲折,讨厌,4.19780551773268
屈才,讨厌,3.873041263234783
屈理,讨厌,4.897007648126063
犬牙交错,讨厌,1.489324251243731
缺,讨厌,1.8911849704233674
缺德,讨厌,4.0932107184862
缺乏才智,讨厌,1.6025201526302557
缺乏教养,讨厌,5.879280188527591
缺乏绅士风度,讨厌,7.459872491556274
缺乏幽默,讨厌,2.4615691246756373
缺心眼,讨厌,4.830064135614494
缺心眼儿,讨厌,3.623404428648556
群魔乱舞,讨厌,4.063841991778496
攘攘,讨厌,5.979533106588107
扰扰,讨厌,5.55075708379212
绕脖子,讨厌,3.63702166254559
人不为己，天诛地灭,讨厌,3.7784474847119385
人不知，鬼不觉,讨厌,5.35085375619189
人声鼎沸,讨厌,4.436575185608505
人声嘈杂,讨厌,-1.172846120423194
人头攒动,讨厌,3.861861321667979
人为财死，鸟为食亡,讨厌,0.6874759758010938
任重道远,讨厌,0.5273584015394159
任纵,讨厌,1.6358069053789137
认死理,讨厌,6.398431312094078
认死理儿,讨厌,6.940034554264491
冗,讨厌,4.127843292677253
冗长,讨厌,8.903331689923014
冗余,讨厌,3.1914159549340373
冗赘,讨厌,2.5965624670080256
柔弱,讨厌,2.2188375015335264
肉,讨厌,2.8323815395586065
肉了叭叽,讨厌,7.626102876369062
肉麻,讨厌,1.38471879609102
如临大敌,讨厌,3.730896438798586
如临深渊,讨厌,1.326920749761733
如履薄冰,讨厌,1.795144047875704
乳臭未干,讨厌,4.495861125118876
软绵绵,讨厌,4.189689637665221
软弱,讨厌,5.7232763412211884
软弱无力,讨厌,8.11949512983157
若明若暗,讨厌,2.863735729098896
若隐若现,讨厌,6.93296243235669
弱,讨厌,4.16950985493727
弱不禁风,讨厌,4.72851696617296
弱不胜衣,讨厌,4.031429577045484
弱势,讨厌,3.6378107037437664
弱小,讨厌,4.043000077246667
弱智,讨厌,7.200385402662693
三天打鱼两天晒网,讨厌,4.698123152975949
散,讨厌,6.441726535560635
散乱,讨厌,3.836673179673188
散漫,讨厌,4.906405377104868
嗓子不好,讨厌,4.579235405975906
丧尽天良,讨厌,3.5280066859615133
丧心病狂,讨厌,6.773388092175331
骚,讨厌,2.1601587993766973
骚乱性,讨厌,5.752890843829296
色厉内荏,讨厌,4.953573727206881
色迷迷,讨厌,4.700758918743188
色情,讨厌,2.3213889783532276
涩,讨厌,3.3961652404486244
涩苦,讨厌,2.6195527119741513
涩滞,讨厌,5.284286522832439
森,讨厌,2.2810043452706976
杀气腾腾,讨厌,5.089802710812729
杀人不见血,讨厌,2.9140573404710417
杀人不眨眼,讨厌,0.7244770961511624
杀人如麻,讨厌,-0.26559341816877247
傻,讨厌,5.135932380457463
傻呵呵,讨厌,5.676097794745014
傻乎乎,讨厌,3.4037211104446365
傻里瓜唧,讨厌,-0.2776254393233817
傻里傻气,讨厌,7.967949649118896
傻头傻脑,讨厌,3.1223334972650925
山南海北,讨厌,1.5454152181772796
山穷水尽,讨厌,1.9216009140540455
闪烁,讨厌,4.4787866760802055
伤风败俗,讨厌,7.273856598239368
伤脑筋,讨厌,3.815449250033391
伤天害理,讨厌,3.8438758977226484
伤心惨目,讨厌,0.625030218881141
少不更事,讨厌,4.657590057452658
奢,讨厌,5.627309151171868
奢侈,讨厌,2.5054117458875034
奢华,讨厌,4.229804155013204
奢靡,讨厌,2.6842712666519177
奢糜,讨厌,2.5869226366854887
蛇蝎心肠,讨厌,1.868504399726874
涉世不深,讨厌,2.6992197859351545
身无分文,讨厌,0.8102188162954702
深重,讨厌,2.576594911095996
神不知，鬼不觉,讨厌,3.656414331400301
神不知鬼不觉,讨厌,3.3062384262471065
神秘,讨厌,4.799081483625517
神气活现,讨厌,7.051146736618592
神气十足,讨厌,0.9445420557454307
神神秘秘,讨厌,6.346481698260013
神志委靡,讨厌,4.4370713377403
声名狼藉,讨厌,1.074126868344611
声色俱厉,讨厌,-1.3005043585600324
生,讨厌,7.067912369184009
生拉硬拽,讨厌,2.652832871102716
生涩,讨厌,5.175513940310466
生疏,讨厌,5.56620810458201
生硬,讨厌,5.187423878867171
盛气凌人,讨厌,6.13920916940371
剩余,讨厌,6.502007101397723
失常,讨厌,8.041453772230906
失当,讨厌,5.500920091761466
失检,讨厌,4.223076406799774
失礼,讨厌,3.0463259068426893
失落,讨厌,2.975302369444134
失去理性,讨厌,1.3789385108387626
失神,讨厌,5.499241282834449
失慎,讨厌,6.8354442403064795
失实,讨厌,3.3046915377285804
失宜,讨厌,6.2903199677005714
十恶不赦,讨厌,1.8395398845091657
十室九空,讨厌,4.396610441613525
什,讨厌,5.00697509192266
什锦,讨厌,4.101791348513215
食而不化,讨厌,2.449385461603015
食而不知其味,讨厌,9.108128265101106
食古不化,讨厌,4.2727560464091745
实属不易,讨厌,2.4563673575180287
使不得,讨厌,3.186307031974764
使人疲劳,讨厌,5.5927879602322
世故,讨厌,5.174341064262389
世情冷暖,讨厌,0.19292933732079254
世俗,讨厌,3.2489028318929725
世态炎凉,讨厌,1.100122833088835
誓不两立,讨厌,3.904563395444183
势不两立,讨厌,8.402696279127158
势利,讨厌,4.003045325584335
势利眼,讨厌,3.564044223135937
嗜杀成性,讨厌,3.217370971734405
嗜血,讨厌,2.0100437916219285
嗜血成性,讨厌,2.066716507747663
恃才傲物,讨厌,2.6938169353407586
手脚不干净,讨厌,4.2161135705185835
手紧,讨厌,2.6496096943135155
手生,讨厌,3.473970122151473
手头紧,讨厌,2.895831150963862
手无缚鸡之力,讨厌,5.501855915112292
守旧,讨厌,3.882248664379035
守株待兔,讨厌,6.909120710490036
瘦,讨厌,2.4025110823920865
瘦弱,讨厌,4.480888199607494
输理,讨厌,3.2958534800283497
疏忽,讨厌,3.9135980485802833
疏懒,讨厌,1.529520110131974
疏松,讨厌,0.5521488683963192
书生气,讨厌,6.551900879426666
鼠胆,讨厌,5.37244348755222
鼠目寸光,讨厌,2.5088058680958336
数不上,讨厌,6.936785104572193
数不着,讨厌,2.8389666711509864
衰弱,讨厌,3.6475040900012745
衰颓,讨厌,5.265786818255381
水火不相容,讨厌,6.747486693627874
水泄不通,讨厌,4.834258836999413
水性杨花,讨厌,3.456447600508545
水中捞月,讨厌,5.410688839053552
瞬息万变,讨厌,1.697197348069706
说不过去,讨厌,3.365758854219453
说来话长,讨厌,4.869546899697432
斯文扫地,讨厌,6.045605496862237
私,讨厌,7.452589280311226
私底下,讨厌,4.2514136853328175
私密,讨厌,2.710935004135713
私下,讨厌,5.876236166583385
私下里,讨厌,3.5769614012203688
私自,讨厌,6.348267221705852
死,讨厌,1.2984913671467524
死板,讨厌,3.6457624468064544
死板板,讨厌,4.404117500875335
死沉沉,讨厌,7.678995981618366
死脑筋,讨厌,6.035546475446244
死气沉沉,讨厌,6.228213148299077
死去活来,讨厌,3.2653570765266013
死死,讨厌,3.833870020528306
死心塌地,讨厌,3.3544382575398553
死心眼,讨厌,-1.9437712466168344
死心眼儿,讨厌,6.183608380685989
死性,讨厌,0.8242036535322383
死一般,讨厌,2.4851528950638606
死硬,讨厌,2.511162757174204
死有余辜,讨厌,0.3620660657028618
肆,讨厌,4.580308832764011
肆无忌惮,讨厌,4.185545671373458
肆意,讨厌,6.783820906231343
四大皆空,讨厌,2.085105926071418
四面楚歌,讨厌,6.040098456742514
似,讨厌,6.966479823441896
似乎,讨厌,2.4260437794328817
似是而非,讨厌,5.781320596451609
松垮,讨厌,3.0572579825571964
松垮垮,讨厌,3.0137531973839957
松散,讨厌,4.630782364765796
松散散,讨厌,4.024672022213484
松松垮垮,讨厌,3.743091404551311
耸人听闻,讨厌,4.0422642511900815
酥,讨厌,4.476644972264693
酥软,讨厌,0.7800027135131549
酥松,讨厌,3.328722023826161
俗,讨厌,8.597083800346002
俗气,讨厌,2.3789965032128126
素不相识,讨厌,-0.2485526841461061
素昧平生,讨厌,9.125119094037625
肃,讨厌,1.6526758934845907
肃杀,讨厌,2.750340914841699
酸,讨厌,4.7536870962498865
酸不溜丢,讨厌,3.6407411619831263
酸臭,讨厌,1.0774654942282762
酸刻,讨厌,1.6772648669610062
酸溜溜,讨厌,5.82354744626133
酸涩,讨厌,2.12563496612921
随便,讨厌,2.361074630371348
随风倒,讨厌,6.832981987069173
随风使舵,讨厌,0.26756315646701045
随风转舵,讨厌,6.8944805473027495
随随便便,讨厌,4.38886261384552
随心所欲,讨厌,3.230794064180309
碎,讨厌,-0.021178701201985284
祟,讨厌,2.8794236704138734
损,讨厌,4.166350166871696
损人利己,讨厌,5.955199935072907
琐,讨厌,2.48746694829208
琐碎,讨厌,4.135782086444375
琐细,讨厌,6.720939140327278
琐屑,讨厌,0.3745924033241863
索,讨厌,1.4441646872139722
索然,讨厌,6.59822362157226
索然乏味,讨厌,6.843944815525229
索然寡味,讨厌,2.697500804164531
索然无味,讨厌,5.780050306919607
所谓,讨厌,5.571342213805481
太随便,讨厌,5.11614742801399
太虚,讨厌,2.866766980670901
贪,讨厌,2.148866352602314
贪得无厌,讨厌,9.000356490146796
贪婪,讨厌,5.276879120950459
贪心,讨厌,2.5858016002059054
贪心不足,讨厌,5.011089175719084
瘫软,讨厌,6.473727392662608
谈何容易,讨厌,0.22627748018668115
唐突,讨厌,1.4421967147008363
烫手,讨厌,4.42571868883101
淘,讨厌,2.9239448532192265
淘气,讨厌,4.571404945892301
淘神,讨厌,6.496564391022906
讨厌,讨厌,3.1516971464813768
特困,讨厌,6.0492119333625975
特贫,讨厌,3.4408948947653015
体力不支,讨厌,6.471731306985906
体弱,讨厌,4.947570488993966
体衰,讨厌,4.9177311989651855
天昏地暗,讨厌,1.4638979327501485
天南地北,讨厌,6.425282233828895
天南海北,讨厌,3.201076096921696
天真,讨厌,1.8161117187512756
恬淡,讨厌,4.024015836708135
腆,讨厌,-0.08312532520434157
挑逗性,讨厌,5.059251966421546
铁杆儿,讨厌,2.4795980188381366
铁公鸡一毛不拔,讨厌,5.161407596919977
铁石心肠,讨厌,5.61569373371268
铁血,讨厌,0.4429406097135611
听天由命,讨厌,3.4909686448792288
偷,讨厌,7.545494874647238
偷工减料,讨厌,4.034477524293087
偷偷,讨厌,2.327711921132896
偷偷摸摸,讨厌,3.3205409916831066
投机,讨厌,1.3550218333414263
头脑空虚,讨厌,3.578793867277158
头痛,讨厌,3.096209840641098
秃,讨厌,2.959663987432215
徒,讨厌,0.18301611259801476
徒劳,讨厌,-0.3354778440119093
徒劳无功,讨厌,2.47420869505764
徒劳无益,讨厌,2.06035627258906
徒然,讨厌,5.825041633993759
土,讨厌,5.513392980341054
土得掉渣,讨厌,5.788663121917999
土里土气,讨厌,5.510094790432031
土气,讨厌,2.3095390837409777
土俗,讨厌,5.912092977255043
土头土脑,讨厌,5.5149243081135495
兔死狗烹,讨厌,3.6536094874909013
兔子不吃窝边草,讨厌,7.5272201128042475
兔子尾巴长不了,讨厌,4.610020159871413
颓,讨厌,5.088323955376261
颓败,讨厌,4.8341812607311745
颓废,讨厌,6.06733159002596
蜕化,讨厌,0.8425606791673577
蜕化变质,讨厌,5.367589856010564
退化,讨厌,7.4603699960647205
拖泥带水,讨厌,3.4197594841804793
拖沓,讨厌,4.1846424178125154
歪,讨厌,1.313139554623271
歪歪扭扭,讨厌,1.6755357078119464
歪斜,讨厌,3.7180475102519353
外面儿光,讨厌,5.55832730707355
外行,讨厌,4.422240080949839
顽,讨厌,4.531864790024847
顽钝,讨厌,6.177555023035181
顽梗,讨厌,2.7767614869466333
顽固,讨厌,6.170687300308533
顽劣,讨厌,5.178844704734148
顽皮,讨厌,6.16000474260153
完全不重要,讨厌,3.601046565001538
万恶,讨厌,6.692142223971988
万花筒似,讨厌,1.305414927375887
万马齐喑,讨厌,6.936252386931054
万难,讨厌,4.978421319395995
枉,讨厌,7.754763513036806
枉费心机,讨厌,0.7084859818248983
枉然,讨厌,6.23513571726777
望梅止渴,讨厌,4.0285318156609105
忘恩负义,讨厌,8.133377131664567
忘情,讨厌,2.829436177506021
妄,讨厌,2.9328639603643505
妄自尊大,讨厌,0.73958182881975
威,讨厌,4.822153166872772
威厉,讨厌,4.341952082990553
微不足道,讨厌,4.209783450541473
微贱,讨厌,4.918242162900306
微茫,讨厌,9.453458498771948
微末,讨厌,7.650670909746354
危殆,讨厌,3.7663812563152272
危机四伏,讨厌,1.372262274734796
危机重重,讨厌,1.7129782411168861
危急,讨厌,7.217697231570392
危如累卵,讨厌,5.896294047449593
危亡,讨厌,7.196470003432639
危险,讨厌,5.054602963460093
危在旦夕,讨厌,6.683333680887978
唯利是图,讨厌,5.176008818728186
唯我独尊,讨厌,5.434517378949909
惟利是图,讨厌,1.6410768099946567
惟我独尊,讨厌,7.447480017072527
为人作嫁,讨厌,1.5544095239535798
为人作嫁衣裳,讨厌,3.677083826338651
为所欲为,讨厌,-0.9826082357649915
委琐,讨厌,6.812989880737186
伪,讨厌,1.164552907271195
伪善,讨厌,2.5154093872179475
伪造,讨厌,1.9931138769680206
未便,讨厌,3.0358011038135357
未成熟,讨厌,4.017802363004626
未归类,讨厌,0.11903378901185668
未揭露,讨厌,3.9022739396800517
未老先衰,讨厌,5.206222848185737
未列计划,讨厌,3.1622779694264787
未受过教育,讨厌,4.4227640588656545
味道不好,讨厌,-0.43383878336663706
味同嚼蜡,讨厌,5.451646975562218
畏怯,讨厌,4.362608632657324
畏首畏尾,讨厌,4.51547985149802
文不对题,讨厌,4.334992963893343
文弱,讨厌,4.333147420967637
文恬武嬉,讨厌,7.516142701369116
紊,讨厌,4.236177173567401
紊乱,讨厌,4.92524449796746
问道于盲,讨厌,6.569631712042817
窝囊,讨厌,6.427161670486365
乌沉沉,讨厌,3.6575920325315434
乌灯黑火,讨厌,-1.3447357236165383
乌洞洞,讨厌,3.3823545431759197
乌七八糟,讨厌,4.122502402770353
乌漆墨黑,讨厌,3.032947496730196
乌涂,讨厌,4.6485049889248256
乌托邦,讨厌,5.8253690984204445
乌压压,讨厌,2.739016856244602
乌烟瘴气,讨厌,4.208455413004825
污,讨厌,6.003576397912864
污秽,讨厌,4.867699592915833
污七八糟,讨厌,4.728781285763862
污浊,讨厌,-1.473813623251142
无伴,讨厌,1.5278548337764186
无表情,讨厌,1.9365272189319076
无补,讨厌,4.8763933258666325
无补于事,讨厌,3.67553373329148
无常,讨厌,5.25696149127672
无诚意,讨厌,7.390188107215728
无道德观念,讨厌,3.3112179699612363
无的放矢,讨厌,4.390499260820261
无动于衷,讨厌,5.57651610176932
无度,讨厌,6.882579853555222
无端,讨厌,0.8301867879452587
无端端,讨厌,6.744393105235444
无法无天,讨厌,6.049088215860042
无根据,讨厌,3.4523802842617966
无故,讨厌,5.451063275947659
无关大局,讨厌,6.1089355232980385
无关宏旨,讨厌,4.79590713176955
无关紧要,讨厌,4.063978050745426
无关痛痒,讨厌,2.0169548621600746
无光,讨厌,4.044476581482934
无光泽,讨厌,4.928610991806817
无规,讨厌,1.3611630192223525
无涵养,讨厌,1.261669695486383
无稽,讨厌,6.460240448066182
无济于事,讨厌,2.9193562257469403
无计划,讨厌,3.3880299177205777
无记名,讨厌,0.09605393457120837
无纪律,讨厌,4.305251747760039
无价值,讨厌,2.5677609508486183
无教养,讨厌,3.6308894385086807
无节制,讨厌,5.536581354276725
无可无不可,讨厌,2.144124507990686
无口才,讨厌,2.439382849533395
无赖,讨厌,7.106814134200365
无理,讨厌,4.229093470836631
无礼,讨厌,2.2429416678969663
无力,讨厌,4.6403035274532
无聊,讨厌,7.893900434453641
无眉目,讨厌,8.870280464487553
无目的,讨厌,4.623866707501264
无能,讨厌,3.5370871802583235
无能为力,讨厌,3.687046243491474
无凭无据,讨厌,7.3657182642235774
无情,讨厌,3.285284922468816
无情无义,讨厌,3.6822261324044376
无人过问,讨厌,0.23316397950493606
无人问津,讨厌,2.5754149518311094
无伤大雅,讨厌,3.195451179048926
无生气,讨厌,4.1576301035576275
无实效,讨厌,5.542934449517822
无实质,讨厌,1.61701002438559
无所帮助,讨厌,1.7840759664136634
无所不用其极,讨厌,10.215105588398952
无特色,讨厌,2.0036336666378807
无望,讨厌,4.211397964674068
无味,讨厌,3.8460795736290203
无谓,讨厌,2.5923022142072156
无吸引力,讨厌,5.954901654379148
无限制,讨厌,2.3767863471423274
无效,讨厌,1.5740322962682334
无依无靠,讨厌,5.28075807600133
无意义,讨厌,0.8447269675340845
无益,讨厌,3.1287921823577776
无用,讨厌,1.575955242823857
无原则,讨厌,3.5479747955128302
无缘无故,讨厌,3.2636443167003275
无证据,讨厌,5.710810445766126
无知,讨厌,4.1281259086320325
无中生有,讨厌,5.020081259647
无助,讨厌,0.8782742466904958
无足轻重,讨厌,2.958397075128069
芜,讨厌,2.9507247153863423
芜杂,讨厌,4.3258689116646565
武断,讨厌,3.533933142390533
雾里看花,讨厌,4.521945372269923
误,讨厌,6.819488937835057
误诊,讨厌,2.547587126727622
稀里糊涂,讨厌,3.6826047641940196
稀松,讨厌,5.0088739913148235
稀松平常,讨厌,3.7576917584926988
喜新厌旧,讨厌,2.385497609748362
细,讨厌,3.466213546376576
细碎,讨厌,5.401621256876222
细小,讨厌,6.1842998470319355
瞎,讨厌,6.572035815980641
下,讨厌,3.87317099481144
下乘,讨厌,-1.2935640420211207
下道儿,讨厌,4.351458379631349
下等,讨厌,2.1238287374359537
下贱,讨厌,5.6313831303007245
下流,讨厌,2.5723402415091625
下品,讨厌,5.6867736074570505
下三烂,讨厌,2.1639895339615807
下三滥,讨厌,4.641438295503846
下作,讨厌,1.9386704639793102
吓人,讨厌,2.655810302297864
纤弱,讨厌,3.787078939861005
险,讨厌,2.8919788388989236
险毒,讨厌,-1.5583192301701203
险恶,讨厌,4.949050987145034
险峻,讨厌,-1.220065035437365
险峭,讨厌,1.0255869840249385
险象环生,讨厌,3.7127942406334236
险要,讨厌,2.6523578494076747
险诈,讨厌,7.363970683218982
险阻,讨厌,5.074481013591875
现行,讨厌,1.664189941810617
羡余,讨厌,3.373409769821522
香艳,讨厌,7.487418154761697
享乐,讨厌,5.7170892008321115
向上倾斜,讨厌,7.909339754982747
向下倾斜,讨厌,6.038450605895607
象征性,讨厌,2.6211532025960533
萧,讨厌,5.935586477972702
萧然,讨厌,2.7695340559319224
萧瑟,讨厌,5.766914400515524
萧森,讨厌,4.945910868181546
萧疏,讨厌,5.205160313388065
萧索,讨厌,2.7941186113687593
萧条,讨厌,3.745757327127326
萧飒,讨厌,1.8484645248105749
嚣杂,讨厌,5.677783397223318
